ID;NAME;ADDRESS;TYPE;CATEGORIES;USPs;OwnContributions
"{""$guid"":""2e6bd3d5-b3e8-44aa-94e2-1ef61f0f13f3""}";"""Ambulante Hauskrankenpflege Tanja Zweig""";"""Billwerder Neuer Deich 7396167 Königsfeld""";"""AMBULANT""";"[{""Name"":""Facharztbesuche"",""Description"":null}]";"[""Zusäzlich können Sie eine Suppe und/oder einen Salat dazu bestellen, die jeden Tag frisch bei uns zubereitet werden.""]";"[{""Degree"":1,""Amount"":858.851824123}]"
"{""$guid"":""2e898033-42dd-4d93-850c-645d0d4b363e""}";"""Seniorenservice Simone Ebersbach""";"""Waßmannsdorfer Chaussee 5015566 Schöneiche""";"""AMBULANT""";"[{""Name"":""Gymnastik"",""Description"":null},{""Name"":""Cafe""},{""Name"":""Theater""}]";"[""Kostenübernahme Pflegekasse""]";"[{""Degree"":2,""Amount"":2119.565922473}]"
"{""$guid"":""2f371e9e-6843-4b97-adf4-2f965f50ee38""}";"""Eric Vogler Klinik""";"""Langenhorner Chaussee 4483335 Chieming""";"""STATIONARY""";"[{""Name"":""WLAN kostenlos"",""Description"":null},{""Name"":""Restaurant""},{""Name"":""kulturelle Angebote""}]";"[""Kostenfreie Servicegespräche""]";"[{""Degree"":3,""Amount"":2489.62074867}]"
"{""$guid"":""2f6819f2-349a-4b76-909f-7a17fd35592f""}";"""Stephan Mayer""";"""Pasewalker Straße 8876532 Baden-Baden""";"""AMBULANT""";"[{""Name"":""Gymnastik""},{""Name"":""Verhinderungspflege"",""Description"":null},{""Name"":""Kirche"",""Description"":null},{""Name"":""Einkaufsservice""},{""Name"":""Kinderkrankenpflege"",""Description"":null},{""Name"":""Cafe"",""Description"":null},{""Name"":""See""}]";[];[]
"{""$guid"":""2f69c748-85f0-404c-a184-da660139ac0b""}";"""Seniorenservice Philipp Keller""";"""Kastanienallee 6726907 Walchum""";"""AMBULANT""";"[{""Name"":""Haushaltsführung nur in Verbindung mit Pflegeleistungen"",""Description"":""Unterstützung bei Reinigung der Wohnung NUR in Verbindung mit Pflegeleistungen.""}]";"[""Die Wohnräume sind alle mit Toilette, Waschbecken und Dusche ausgestattet. Zusätzlich gibt es in jedem Stockwerk 1-2 Bäder mit pflegegerechten Badewannen.""]";"[{""Degree"":2,""Amount"":1470.13584523}]"
"{""$guid"":""2fdd8519-d5b4-46ac-8042-255223404223""}";"""Tagespflegestätte für Senioren Yvonne Bumgarner""";"""Inge Beisheim Platz 5421379 Lüdersburg""";"""DAYCARE""";"[{""Name"":""medizinische hausärztliche Versorgung""},{""Name"":""angeschlossener ambulanter Pflegedienst"",""Description"":null},{""Name"":""medizinische hausärztliche Versorgung""},{""Name"":""Concierge/ Pförtner""},{""Name"":""Andachtsraum"",""Description"":null}]";"[""Der Frieseursalon ist ein Mal in der Woche geöffnet. Als weiteres Angebot befinden sich im Blumhardt-Haus Restaurant und Cafeteria, welche direkt durch die Zentralküche bedient werden.""]";"[{""Degree"":4,""Amount"":3661.143948865}]"
"{""$guid"":""2fe4ac73-244e-4c39-8f00-d180baff52b5""}";"""Seniorenservice Anna Lange""";"""Brandenburgische Straße 5312459 Berlin Oberschöneweide""";"""AMBULANT""";"[{""Name"":""Spezielle psychische Betreuungsleistungen"",""Description"":null},{""Name"":""Beatmungspflege"",""Description"":""Häusliche Pflege für Menschen mit Beatmung.""},{""Name"":""Trimm-Dich-Pfad""},{""Name"":""Beratungsgespräche für Pflegegeldempfänger"",""Description"":""Die verpflichtenden Beratungsbesuch nach § 37.3 SGB XI für Pflegegeldempfänger werden erbracht.""},{""Name"":""Mahlzeiten oder Mittagstisch in der Anlage""},{""Name"":""Betreuung bei Demenz"",""Description"":null}]";"[""Arbeit ohne Zeitdruck: Die Zeitabrechnung ermöglicht eine Anpassung an den tatsächlichen individuellen täglichen Bedarf ohne Rücksicht auf festgeschriebene Zeiten pro Leistungen.""]";"[{""Degree"":2,""Amount"":1863.736042689}]"
"{""$guid"":""3176db49-9abe-4588-80b6-eb4057c59e00""}";"""Seniorenservice Nadine Pfeffer""";"""Guentzelstrasse 1754589 Kerschenbach""";"""AMBULANT""";"[{""Name"":""Kapelle"",""Description"":null},{""Name"":""Fahr- und Begleitservice""},{""Name"":""Hausnotruf""}]";"[""Spaziergänge an der Havel"",""In den komfortablen Einzelzimmern stehen Ihnen ein elektrisches Pflegebett, ein Nachttisch, ein Schrank und Tisch mit Stühlen und ein eigenes Bad zur Verfügung."",""Unser qualifziertes und motiviertes Team besteht aus über 120 Mitarbeitern, die sich um Sie und Ihre Wünsche kümmern.""]";"[{""Degree"":2,""Amount"":2040.552421958},{""Degree"":3,""Amount"":2753.062162317}]"
"{""$guid"":""32ae543e-8bb9-405e-9711-4e45897913cf""}";"""Michelle Kaiser""";"""Bleibtreustraße 2978244 Gottmadingen""";"""AMBULANT""";[];[];[]
"{""$guid"":""33fd1a52-9241-4d9b-b06c-b703944c0ac4""}";"""Ambulante Hauskrankenpflege Torsten Hoch""";"""Gotzkowskystraße 8247647 Kerken""";"""AMBULANT""";"[{""Name"":""Pflege im Urlaub"",""Description"":""Pflege für Urlaubsgäste im Hotel oder der Pflegeeinrichtung im Gästebereich.""},{""Name"":""Facharztbesuche"",""Description"":null},{""Name"":""Friseur"",""Description"":null},{""Name"":""Terrasse""},{""Name"":""Betreuung"",""Description"":null},{""Name"":""Rollstuhlgerechte Küche""},{""Name"":""Garage/ Stellplatz""}]";"[""individuelle Betreuung"",""Betreuung auch im Urlaub und bei Familienfeiern""]";"[{""Degree"":2,""Amount"":1205.028573263},{""Degree"":3,""Amount"":2479.967544777}]"
"{""$guid"":""353d9762-1ccf-437a-ba8e-3600ddea4c3e""}";"""Tagespflegestätte für Senioren Vanessa Frueh""";"""Pappelallee 4109466 Geyer""";"""DAYCARE""";"[{""Name"":""Einkaufsmöglichkeiten""},{""Name"":""Cafe"",""Description"":null},{""Name"":""TV-Anschluss im Zimmer"",""Description"":null},{""Name"":""Hilfe beim Schriftverkehr""},{""Name"":""Facharztbesuche"",""Description"":null},{""Name"":""öffentliche Bibliothek""}]";"[""Die Kosten werden zusätzlich von der Pflegekasse übernommen, wenn Sie einem Pflegegrad zugeordnet sind. Nähere Infos erhalte Sie bei Ihrem Ansprechpartner."",""24 Stunden Bereitschaftsdienst"",""Unser hochqualifiziertes Mitarbeiterteam ist rund um die Uhr für Sie da – und auch die Möglichkeit zur Mitnahme Ihrer eigenen Möbel sorgt dafür, dass Sie sich schnell bei uns zu Hause fühlen.""]";"[{""Degree"":4,""Amount"":3815.647668119},{""Degree"":3,""Amount"":2283.20042709}]"
"{""$guid"":""358392a4-87a0-427c-95d6-3f87abb2bd1b""}";"""Tagespflegestätte für Senioren Frank Junker""";"""Spresstrasse 5233619 Bielefeld Hoberge-Uerentrup""";"""DAYCARE""";"[{""Name"":""Spazier- und Wanderwege""},{""Name"":""Wäscheservice""},{""Name"":""Fahrdienst"",""Description"":""Abhol- und Rückfahrt-Service.""},{""Name"":""Sportplatz""},{""Name"":""Facharztbesuche"",""Description"":null},{""Name"":""angeschlossener ambulanter Pflegedienst"",""Description"":null}]";"[""Pflegerische Assistenz von Menschen mit Behinderung"",""Büro Erreichbarkeit""]";"[{""Degree"":4,""Amount"":3906.561837139},{""Degree"":3,""Amount"":2714.135372762}]"
"{""$guid"":""35ee0ec4-15d1-462b-8488-e50138cb0339""}";"""Sophia Konig gGmbH""";"""Ziegelstr. 3994498 Aidenbach""";"""STATIONARY""";"[{""Name"":""Concierge/ Pförtner""},{""Name"":""Telefon- und Internetanschluss im Zimmer"",""Description"":null},{""Name"":""Hospiz"",""Description"":null}]";"[""Im Württ. Lutherstift gleicht keine Woche der anderen. Wir gestalten die Tage mit verschiedenen Aktivitäten und Veranstaltungen."",""Durch die enge Zusammenarbeit mit der Wohnanlage am Lindenbachsee kompetent in Fragen rund um die ambulante sowie die stationäre Pflege"",""4 Tagespflegen""]";"[{""Degree"":3,""Amount"":3114.2727434},{""Degree"":4,""Amount"":4123.445548407}]"
"{""$guid"":""37275ab7-f42c-4880-90e2-50036c284178""}";"""Ambulante Hauskrankenpflege Jens Baer""";"""Grolmanstraße 428207 Bremen Hastedt""";"""AMBULANT""";"[{""Name"":""angeschlossene Nachtpflege""},{""Name"":""Ärztliche Hausbesuche""},{""Name"":""Gemeinschaftsküche""}]";"[""Wir betreuen Sie zu Hause indem wir z.B. Vorlesen, mit Ihnen Spazieren gehen oder Ihnen Gesellschaft leisten."",""In unserer hauseigenen Küche werden alle Mahlzeiten täglich frisch zubereitet. Sie haben immer die Wahl zwischen zwei Menüs und können die einzelnen Komponenten frei wählen."",""24 Stunden Betreuung und Pflege""]";"[{""Degree"":1,""Amount"":1026.156217338},{""Degree"":3,""Amount"":2938.526220475}]"
"{""$guid"":""3793ef54-fee6-4883-afbc-7489735683ba""}";"""Ambulante Hauskrankenpflege Ute Daecher""";"""Joachimstaler Str. 9656288 Kastellaun""";"""AMBULANT""";"[{""Name"":""Pflege für Menschen mit Behinderung (Psychisch)"",""Description"":null},{""Name"":""Fitness"",""Description"":null},{""Name"":""Schulungen für pflegende Angehörige"",""Description"":null},{""Name"":""Wochenmarkt""},{""Name"":""Tagesausflüge"",""Description"":null},{""Name"":""Trimm-Dich-Pfad""}]";"[""wöchentlich wechselnder Menüplan"",""Kurzzeitpflege""]";"[{""Degree"":1,""Amount"":958.710679532},{""Degree"":2,""Amount"":2096.622834726}]"
"{""$guid"":""381d470e-64e6-4bb6-9386-de287ac92c14""}";"""Tagespflegestätte für Senioren Torsten Freud""";"""Rhinstrasse 1581215 München""";"""DAYCARE""";"[{""Name"":""Grünanlagen""}]";"[""Die Unterhaltung und die sozialen Kontakte unter den Gästen werden bei gemeinsamen Aktivitäten gefördert.""]";"[{""Degree"":4,""Amount"":3848.137725772}]"
"{""$guid"":""39342eab-26d4-468b-a07c-47b713a76355""}";"""Tagespflegestätte für Senioren Birgit Schuhmacher""";"""Chausseestr. 8806472 Quedlinburg""";"""DAYCARE""";"[{""Name"":""Spielplatz""},{""Name"":""Haushaltsführung nur in Verbindung mit Pflegeleistungen"",""Description"":""Unterstützung bei Reinigung der Wohnung NUR in Verbindung mit Pflegeleistungen.""},{""Name"":""Wachkoma"",""Description"":""Häusliche Pflege für Menschen mit Wachkoma.""}]";"[""Ambulante Pflege / \nBehandlungspflege""]";"[{""Degree"":4,""Amount"":4053.02087546}]"
"{""$guid"":""39833516-02e2-4a6b-936c-edf9861377ef""}";"""Tagespflegestätte für Senioren Marko Schneider""";"""Storkower Strasse 1456237 Deesen""";"""DAYCARE""";"[{""Name"":""Hospiz"",""Description"":null},{""Name"":""Freizeitangebote""},{""Name"":""Haustiere vorhanden"",""Description"":null}]";"[""Cool""]";"[{""Degree"":4,""Amount"":4230.660520136}]"
"{""$guid"":""3ac57a0d-397a-4e51-8876-1c144cdd1ebe""}";"""Ambulante Hauskrankenpflege Martina Möller""";"""Guentzelstrasse 8955599 Siefersheim""";"""AMBULANT""";"[{""Name"":""Pflege im Urlaub"",""Description"":""Pflege für Urlaubsgäste im Hotel oder der Pflegeeinrichtung im Gästebereich.""},{""Name"":""angeschlossener ambulanter Pflegedienst"",""Description"":null}]";"[""dd"",""Feste Bezugspersonen innerhalb des Pflege-Teams""]";"[{""Degree"":2,""Amount"":1207.161289969}]"
"{""$guid"":""3b11da30-3e3e-4f14-a6aa-f872323bebe2""}";"""Jörg Weber Klinik""";"""Storkower Strasse 9456567 Neuwied Torney""";"""STATIONARY""";"[{""Name"":""barrierefrei""},{""Name"":""Terrasse"",""Description"":null},{""Name"":""Badewanne""},{""Name"":""Kirche"",""Description"":null},{""Name"":""Gruppenangebote für Senioren"",""Description"":""Regelmäßige Veranstaltungen für Senioren""},{""Name"":""TV-Anschluss im Zimmer"",""Description"":null}]";"[""Stundenintensive Betreuung und Pflege"",""Geregelter Tagesablauf und vielseitige Beschäftigung"",""Wir helfen Ihnen bei der Körperpflege, der ärztlich verordneten Behandlungspflege und bei Hausarbeiten.""]";"[{""Degree"":3,""Amount"":2610.068993229},{""Degree"":2,""Amount"":2023.773452511},{""Degree"":4,""Amount"":3290.010378365}]"
"{""$guid"":""3c24983e-7d30-47d0-92fc-6143e7187c16""}";"""Tagespflegestätte Heike Hirsch""";"""Pasewalker Straße 7375175 Pforzheim Haidach""";"""DAYCARE""";"[{""Name"":""intelligente Wohnraumsensorik"",""Description"":""kurz: AAL-altersgerechte Assistenzsysteme""},{""Name"":""barrierearm""}]";"[""Nähe zur Natur mit wunderschönem Garten"",""Stundenintensive Betreuung und Pflege""]";"[{""Degree"":4,""Amount"":3378.480009911},{""Degree"":3,""Amount"":2628.030892638}]"
"{""$guid"":""3cbef9ae-e6c0-4b41-9b59-a085896c99e0""}";"""Tagespflegestätte für Senioren Jörg Nagel""";"""Buelowstrasse 4656746 Hohenleimbach""";"""DAYCARE""";"[{""Name"":""öffentliche Bibliothek""},{""Name"":""WLAN kostenpflichtig"",""Description"":null},{""Name"":""Veranstaltungen/ Feste"",""Description"":null}]";"[""Sozialkompetenz seit über 100 Jahren"",""Betreuung auch im Urlaub und bei Familienfeiern""]";"[{""Degree"":4,""Amount"":3589.019158082},{""Degree"":3,""Amount"":2518.894334333}]"
"{""$guid"":""3d68f26b-9ffb-47db-84df-1abbdbdaf648""}";"""Pflegeeinrichtung Tobias Osterhagen""";"""Am Borsigturm 2041541 Dormagen Zons""";"""STATIONARY""";"[{""Name"":""kulturelle Angebote"",""Description"":null},{""Name"":""Terrasse""},{""Name"":""Telefon- und Internetanschluss im Zimmer"",""Description"":null},{""Name"":""Probetag"",""Description"":null},{""Name"":""Haushaltsführung nur in Verbindung mit Pflegeleistungen"",""Description"":""Unterstützung bei Reinigung der Wohnung NUR in Verbindung mit Pflegeleistungen.""}]";"[""Haus"",""zentrale Lage"",""kompetent, verlässlich und flexibel""]";"[{""Degree"":3,""Amount"":2327.405054275},{""Degree"":4,""Amount"":3197.114690881}]"
"{""$guid"":""3dfc5b7f-f789-4093-9e9a-7d8310d2bfad""}";"""Diana Kunze""";"""Park Str. 4042653 Solingen Gräfrath""";"""AMBULANT""";"[{""Name"":""Shuttlebus"",""Description"":""Hauseigener Bus für Ausflüge""},{""Name"":""Gesprächsangebote"",""Description"":null},{""Name"":""medizinische fachärztliche Versorgung""}]";[];[]
"{""$guid"":""3e34d796-322c-4e54-9a9d-aed8534ea4af""}";"""Tagespflegestätte Max Seiler""";"""Albrechtstrasse 8585024 Ingolstadt""";"""DAYCARE""";"[{""Name"":""Terrasse""},{""Name"":""medizinische hausärztliche Versorgung""},{""Name"":""Balkon""},{""Name"":""ambulante Pflege- und Betreuungsleistungen""},{""Name"":""Haustiere vorhanden"",""Description"":null}]";"[""zentrale Lage"",""Damit Sie sich bei uns wohlfühlen, gestalten Sie Ihr Zimmer mit Ihrem gemütlichen Sessel, der Vitrine mit lieb gewonnenen Erinnerungsstücken und den Bildern Ihrer Familie."",""Garten und Terrasse""]";"[{""Degree"":4,""Amount"":3197.474937279},{""Degree"":3,""Amount"":3171.561046234}]"
"{""$guid"":""3e89a4cd-51bc-480d-908a-2eaf22afdceb""}";"""Uta Sankt""";"""Budapester Strasse 4524610 Gönnebek""";"""AMBULANT""";"[{""Name"":""Spa""},{""Name"":""Pflege für Menschen mit Behinderung (Physisch)"",""Description"":null}]";[];[]
"{""$guid"":""3eb2a171-aa47-4082-ad86-d44a41d81208""}";"""Tagespflegestätte Anke Hertz""";"""Bleibtreustrasse 7632120 Hiddenhausen""";"""DAYCARE""";"[{""Name"":""Haustiere nach Absprache""},{""Name"":""Wachkoma"",""Description"":""Häusliche Pflege für Menschen mit Wachkoma.""},{""Name"":""Concierge/ Pförtner""}]";"[""In unserer Arbeit fühlen wir uns den christlichen Werten wie Nächstenliebe und Toleranz verbunden.""]";"[{""Degree"":4,""Amount"":3359.690631674}]"
"{""$guid"":""3eb44dab-19b5-4c91-a8ed-925af14b1b57""}";"""Mike Jager""";"""Jahnstrasse 9083128 Halfing""";"""AMBULANT""";"[{""Name"":""Probewohnen"",""Description"":""Eine gute Möglichkeit um die Einrichtung kennenzulernen.""},{""Name"":""Spa"",""Description"":null},{""Name"":""Beatmungspflege"",""Description"":""Häusliche Pflege für Menschen mit Beatmung.""},{""Name"":""medizinische hausärztliche Versorgung""},{""Name"":""Unterstützung bei der Beantragung eines Pflegegrades"",""Description"":null}]";[];[]
"{""$guid"":""3f44d665-f1dd-4050-9589-492c1653f042""}";"""Ambulante Hauskrankenpflege Max Vogler""";"""Hoheluftchaussee 1104819 Brandis""";"""AMBULANT""";"[{""Name"":""Häusliche Pflege"",""Description"":""z.B. Unterstützung bei der Körperpflege, beim Toilettengang.""},{""Name"":""Facharztbesuche"",""Description"":null},{""Name"":""Gäste-WC""},{""Name"":""Beratungsgespräche für Pflegegeldempfänger"",""Description"":""Die verpflichtenden Beratungsbesuch nach § 37.3 SGB XI für Pflegegeldempfänger werden erbracht.""},{""Name"":""medizinische hausärztliche Versorgung""}]";"[""persönliche Beratung und Information"",""Betreuung auch im Urlaub und bei Familienfeiern"",""Damit Sie sich bei uns wohlfühlen, gestalten Sie Ihr Zimmer mit Ihrem gemütlichen Sessel, der Vitrine mit lieb gewonnenen Erinnerungsstücken und den Bildern Ihrer Familie.""]";"[{""Degree"":1,""Amount"":913.419947919},{""Degree"":3,""Amount"":2467.688466058},{""Degree"":4,""Amount"":3340.258755414}]"
"{""$guid"":""3f4c64a2-4222-4a8b-a910-9ef8f610b3f8""}";"""Kristin Glockner Klinik""";"""Koepenicker Str. 9556357 Oelsberg""";"""STATIONARY""";"[{""Name"":""Demenz geeignet""},{""Name"":""angeschlossene Tagespflege""}]";"[""In unserem Restaurant im 1. Stock treffen sich mobile Bewohner, um dort in geselligen Tischgruppen gemeinsam Ihre Mahlzeiten einzunehmen.""]";"[{""Degree"":3,""Amount"":2995.624509754}]"
"{""$guid"":""408a54eb-bb88-49f8-b74d-8dac8f0b5b55""}";"""Maik Schwartz""";"""Waldowstr. 574676 Niedernhall""";"""AMBULANT""";"[{""Name"":""Haustiere auf Anfrage"",""Description"":null},{""Name"":""Gemeinschaftsküche""},{""Name"":""angeschlossenes betreutes Wohnen"",""Description"":null}]";[];[]
"{""$guid"":""44aefd75-bc7c-4ef5-98c4-1f6835bf8293""}";"""Ambulante Hauskrankenpflege Katja Schroder""";"""Mellingburgredder 8791020 Erlangen""";"""AMBULANT""";"[{""Name"":""Schulungen für pflegende Angehörige"",""Description"":null},{""Name"":""Terrasse"",""Description"":null},{""Name"":""Wachkoma"",""Description"":""Häusliche Pflege für Menschen mit Wachkoma.""}]";"[""Erste-Hilfe- Kurs für einen pflegenden Angehörigen inklusive"",""Alles aus einer Hand: Johanniter Pflegedienst vor Ort tätig.""]";"[{""Degree"":2,""Amount"":1288.230767142}]"
"{""$guid"":""44e4de8c-8015-4d76-b517-90867f63a7be""}";"""Mathias Naumann gGmbH""";"""Schillerstrasse 486872 Scherstetten""";"""STATIONARY""";"[{""Name"":""Einbauküche""},{""Name"":""Kapelle"",""Description"":null},{""Name"":""Essen auf Rädern / Mittagstisch"",""Description"":""Lieferung eines warmen Mittagessens.""}]";"[""Alle Räume barrierefrei"",""Besuch auch ohne Pflegegrad möglich""]";"[{""Degree"":3,""Amount"":3097.61608187},{""Degree"":2,""Amount"":2049.170114123}]"
"{""$guid"":""467db68b-2cc7-495b-b741-2acc9dc6a0c1""}";"""Nadine Schroder Klinik""";"""Eichendorffstr. 5978609 Tuningen""";"""STATIONARY""";"[{""Name"":""Hausnotruf""},{""Name"":""Besuchsdienst""},{""Name"":""angeschlossene Tagespflege""},{""Name"":""Restaurant""},{""Name"":""Verhinderungspflege"",""Description"":null}]";"[""Die Mitarbeiter gestalten den Alltag mit verschiedenen Aktivitäten immer wieder neu."",""Im Haus am See gleicht keine Woche der anderen. Wir gestalten die Tage mit verschiedenen Aktivitäten und Veranstaltungen.""]";"[{""Degree"":3,""Amount"":2773.18469308}]"
"{""$guid"":""46d3e3fd-7386-456b-94e5-7c4211690601""}";"""Tagespflegestätte für Senioren Melanie Schultz""";"""Jahnstrasse 4583038 Bad Aibling""";"""DAYCARE""";"[{""Name"":""TV-Anschluss im Zimmer"",""Description"":null},{""Name"":""angeschlossenes altersgerechtes Wohnen"",""Description"":null},{""Name"":""Garten""}]";"[""Garten""]";"[{""Degree"":4,""Amount"":4154.679741782}]"
"{""$guid"":""47eb7ce4-0850-4933-9e85-cf3bfdb6f2c8""}";"""Sandra Werner Klinik""";"""Luckenwalder Strasse 729225 Celle""";"""STATIONARY""";"[{""Name"":""Gruppenangebote für Senioren"",""Description"":""Regelmäßige Veranstaltungen für Senioren""},{""Name"":""Kino""},{""Name"":""angeschlossene Tagespflege""},{""Name"":""religiöse Angebote"",""Description"":""z.B. regelmäßige Andachten, Gottesdienste.""},{""Name"":""Gruppenangebote für Senioren"",""Description"":""Regelmäßige Veranstaltungen für Senioren""},{""Name"":""Sportplatz""},{""Name"":""kulturelle Angebote""}]";"[""Telefonische Erreichbarkeit werktags zw 8 und 17 Uhr gewährleistet."",""Unsere Mitarbeiter sind dann für Sie da, wenn Sie in Ihrem Alltag Hilfe und Unterstützung brauchen. Dabei wollen wir wollen Sie im Alltag entlasten und betreuen."",""So finden zum Beispiel regelmäßig Tagesveranstaltungen statt:\n\nMontag: Spielnachmittag\nMittwoch: Mietertreff\nDonnerstag: Handarbeiten und therapeutisches Turnen""]";"[{""Degree"":3,""Amount"":2567.734243729},{""Degree"":4,""Amount"":3715.267650883}]"
"{""$guid"":""4884e1b4-3f28-443b-8001-aa8f6405eaf5""}";"""Ambulante Hauskrankenpflege Vanessa Thalberg""";"""Prager Str 9185386 Eching""";"""AMBULANT""";"[{""Name"":""Beatmungspflege"",""Description"":""Häusliche Pflege für Menschen mit Beatmung.""},{""Name"":""Betreuung"",""Description"":null},{""Name"":""Gruppenangebote für Senioren"",""Description"":""Regelmäßige Veranstaltungen für Senioren""}]";"[""er Innenhof lädt zum Entspannen und Verweilen ein. Vielfältige Beschäftigungsangebote bringen Struktur und Abwechslung in den Tages- und Wochenablauf."",""Hausnotrufgerät inklusive"",""Telefonische Erreichbarkeit werktags zw 8 und 17 Uhr gewährleistet.""]";"[{""Degree"":2,""Amount"":1144.804450984},{""Degree"":3,""Amount"":2571.241459493}]"
"{""$guid"":""4a4e112b-6e78-48ef-a1f0-2ff7d328550f""}";"""Ambulante Hauskrankenpflege Christine Schmid""";"""Stresemannstr. 2666740 Saarlouis""";"""AMBULANT""";"[{""Name"":""Intensivpflege"",""Description"":""Intensivpflegerische Versorgung schwerstpflegebedürftiger Personen inkl. Überwachung und Unterstützung der Körperfunktionen.""}]";"[""modernes Haus""]";"[{""Degree"":1,""Amount"":1044.945595574}]"
"{""$guid"":""4ae23844-64ee-4608-b910-7221d9b7b874""}";"""Seniorenservice Christian Krueger""";"""Hermannstrasse 9167134 Birkenheide""";"""AMBULANT""";"[{""Name"":""Garten"",""Description"":null},{""Name"":""angeschlossene altersgerechte Wohnformen"",""Description"":null},{""Name"":""Gesprächsangebote"",""Description"":null},{""Name"":""Restaurante"",""Description"":null},{""Name"":""angeschlossene stationäre Pflegeeinrichtungen""}]";"[""Urlaubspflege/Verhinderungspflege"",""Online Pflegekurs: www.johanniter-pflegecoach.de""]";"[{""Degree"":2,""Amount"":1994.928984551}]"
"{""$guid"":""4bc1f7b8-590c-4941-967c-6b2cf6ffb742""}";"""Seniorenservice Swen Seiler""";"""Hans-Grade-Allee 3224853 Jübek""";"""AMBULANT""";"[{""Name"":""Probetag"",""Description"":null},{""Name"":""WLAN kostenpflichtig"",""Description"":null},{""Name"":""Besuchsdienst""},{""Name"":""Balkon""},{""Name"":""Theater""},{""Name"":""angeschlossene altersgerechte Wohnformen"",""Description"":null}]";"[""Feste Bezugspersonen innerhalb des Pflege-Teams"",""Telefonische Erreichbarkeit werktags zw 8 und 17 Uhr gewährleistet."",""Damit Sie sich bei uns wohlfühlen, gestalten Sie Ihr Zimmer mit Ihrem gemütlichen Sessel, der Vitrine mit lieb gewonnenen Erinnerungsstücken und den Bildern Ihrer Familie.""]";"[{""Degree"":2,""Amount"":1984.184287248},{""Degree"":3,""Amount"":2517.643285109}]"
"{""$guid"":""50491aff-0c92-4b54-b1d6-b31016401b86""}";"""Seniorenservice Petra Bar""";"""Hochstrasse 4025985 Sylt-Ost""";"""AMBULANT""";"[{""Name"":""Kinderkrankenpflege"",""Description"":null},{""Name"":""WLAN kostenpflichtig"",""Description"":null},{""Name"":""Veranstaltungen/ Fest""},{""Name"":""Haushaltsführung nur in Verbindung mit Pflegeleistungen"",""Description"":""Unterstützung bei Reinigung der Wohnung NUR in Verbindung mit Pflegeleistungen.""}]";"[""Modernes Wundmanagement"",""Stundenintensive Betreuung und Pflege"",""Beratung und Planung zur gesundheitlichen Vorsorge in der letzten Lebensphase""]";"[{""Degree"":2,""Amount"":1692.575661904},{""Degree"":3,""Amount"":2505.364206389},{""Degree"":4,""Amount"":4020.153260566}]"
"{""$guid"":""509e2e58-e8c3-47d0-8fac-61449dbac1f1""}";"""Pflegeeinrichtung Jürgen Amsel""";"""Leipziger Strasse 3654317 Kasel""";"""STATIONARY""";"[{""Name"":""Spa"",""Description"":null},{""Name"":""Hospiz"",""Description"":null},{""Name"":""Essen auf Rädern""},{""Name"":""Spezielle ambulante palliativ Versorgung (SAPV)"",""Description"":null},{""Name"":""See""}]";"[""Palliative Pflege"",""4 Tagespflegen"",""Im Gebäude integriert ist ein Friseursalon, der ein- bis zweimal pro Woche geöffnet hat.""]";"[{""Degree"":3,""Amount"":2146.399981643},{""Degree"":4,""Amount"":4234.809175127}]"
"{""$guid"":""5145c6d7-4ab0-4538-a888-eec3a7258c56""}";"""Tagespflegestätte für Senioren Gabriele Holzman""";"""Jahnstrasse 7583035 Bad Aibling""";"""DAYCARE""";"[{""Name"":""TV-Anschluss im Zimmer"",""Description"":null},{""Name"":""angeschlossenes stationäres Pflegeheim"",""Description"":null},{""Name"":""Pflege für Menschen mit Behinderung (Psychisch)"",""Description"":null},{""Name"":""Hausmeisterservice""},{""Name"":""Trimm-Dich-Pfad""}]";"[""Behandlungspflege"",""Alles aus einer Hand: Betreuung, Pflege,  Beratung, Hausnotruf und Fahrdienst""]";"[{""Degree"":4,""Amount"":4152.547025076},{""Degree"":2,""Amount"":1924.413874477}]"
"{""$guid"":""5323cfbc-39bf-45fa-81c1-86a4d468729f""}";"""Pflegeeinrichtung Angelika Fleischer""";"""Storkower Strasse 9056566 Neuwied Block""";"""STATIONARY""";"[{""Name"":""Gymnastik"",""Description"":null},{""Name"":""Schwimmbad/ Pool"",""Description"":null},{""Name"":""Apotheke""},{""Name"":""Garten"",""Description"":null},{""Name"":""Besuchsdienst""},{""Name"":""Gruppenangebote für Senioren"",""Description"":""Regelmäßige Veranstaltungen für Senioren""}]";"[""Beratung zu allen Themen der Pflege"",""Die Speisen werden selbstständig zubereitet"",""Respekt und Wertschätzung""]";"[{""Degree"":3,""Amount"":2129.743320113},{""Degree"":4,""Amount"":3691.404393032}]"
"{""$guid"":""54719577-76d7-4fa5-a7b7-ae07bff6f2fa""}";"""Silke Huber Klinik""";"""Storkower Strasse 3653498 Bad Breisig""";"""STATIONARY""";"[{""Name"":""barrierefrei""}]";"[""Kostenfreie Servicegespräche""]";"[{""Degree"":3,""Amount"":2591.279614992}]"
"{""$guid"":""548d478e-dd4a-4bf8-a23a-0ef91f1a84b2""}";"""Katja Fiedler""";"""Lietzenburger Strasse 851709 Marienheide""";"""AMBULANT""";[];[];[]
